영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
그린 북,https://www.kobis.or.kr/common/mast/movie/2019/03/5f9db8a7f8334ca7b346295ca577189f.jpg,그린 북.jpg,20184574,장편 | 예술영화 | 드라마 | 130분 1초 | 12세이상관람가 | 미국,2D,[주연] 비고 모텐슨 | 마허샬라 알리
터닝메카드W: 블랙미러의 부활,https://www.kobis.or.kr/common/mast/movie/2016/12/ec43de5dd6624e93a0be2eaefa7525c7.jpg,터닝메카드W- 블랙미러의 부활.jpg,20163845,장편 | 예술영화 | 애니메이션 | 72분 41초 | 전체관람가 | 한국,"2D,4D",[주연] 소연(나찬 목소리) | 윤아영(류 목소리) | 신용우(에반 목소리) | 장광(메가 목소리) | 강호철(디스크 캐논 목소리) | 안영미(에디오스틴 목소리) | 윤미나(이소벨 목소리) | 이재현(다나/천재형)
창수,https://www.kobis.or.kr/common/mast/movie/2013/10/e04d34550d574203bdd1dbacd837c6d1.jpg,창수.jpg,20110881,장편 | 일반영화 | 드라마 | 103분 51초 | 청소년관람불가 | 한국,"필름,2D",[주연] 임창정(창수) | 안내상(도석) | 정성화(상태) | 손은서(미연)
랭고,https://www.kobis.or.kr/upload/up_img/2011/02/mov_AH99G3_20110221154920_1.jpg,랭고.jpg,20119630,"장편 | 일반영화 | 애니메이션, 액션 | 104분 0초 | 전체관람가 | 미국","필름,2D,3D",[주연] 조니 뎁
오피스,https://www.kobis.or.kr/common/mast/movie/2015/07/3601aae24d3b4f608f4ab20d290577c3.jpg,오피스.jpg,20143511,"장편 | 일반영화 | 스릴러, 미스터리 | 111분 15초 | 15세이상관람가 | 한국","필름,2D",[주연] 고아성 | 박성웅(최종훈)
모비딕,https://www.kobis.or.kr/upload/up_img/2011/06/mov_HG4EH2_20110603103417_1.jpg,모비딕.jpg,20110313,"장편 | 일반영화 | 스릴러, 드라마 | 112분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 황정민 | 김민희 | 김상호(손진기) | 진구(윤혁)
장난스런 키스,https://www.kobis.or.kr/common/mast/movie/2019/03/45b4b7f33c4a4d26bd1a37d85210a922.jpg,장난스런 키스.jpg,20183773,장편 | 예술영화 | 멜로/로맨스 | 122분 4초 | 12세이상관람가 | 대만,2D,[주연] 왕대륙 | 임윤
스머프: 비밀의 숲,https://www.kobis.or.kr/common/mast/movie/2017/04/a6b08181e8dc4ffaafbb733296bce2b4.jpg,스머프- 비밀의 숲.jpg,20161665,"장편 | 일반영화 | 애니메이션, 가족 | 89분 39초 | 전체관람가 | 미국","2D,3D,4D",[주연] 데미 로바토 | 레인 윌슨 | 조 맨가니엘로 | 잭 맥브레이어 | 맨디 파틴킨
두 개의 달,https://www.kobis.or.kr/common/mast/movie/2012/06/10351d29e07a4a3ead987c199bed40c2.jpg,두 개의 달.jpg,20125916,장편 | 일반영화 | 공포(호러) | 86분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 박한별(소희) | 김지석(석호) | 박진주(인정) | 라미란(연순) | 박원상
나를 잊지 말아요,https://www.kobis.or.kr/common/mast/movie/2015/12/70389c3558eb47fc959239c3ed57a64d.jpg,나를 잊지 말아요.jpg,20142641,장편 | 일반영화 | 멜로/로맨스 | 106분 13초 | 15세이상관람가 | 한국,"필름,2D",[주연] 정우성(연석원) | 김하늘(김진영) | 임주은(이보영)
다이버전트,https://www.kobis.or.kr/common/mast/movie/2014/04/f510dbf2900341ef9270233663f6f85b.jpg,다이버전트.jpg,20147283,"장편 | 일반영화 | SF, 판타지, 액션, 멜로/로맨스 | 139분 43초 | 15세이상관람가 | 미국","필름,2D,IMAX",[주연] 쉐일린 우들리 | 케이트 윈슬렛 | 테오 제임스 | 매기 큐
티끌모아 로맨스,https://www.kobis.or.kr/upload/up_img/2011/10/mov_47471H_20111031163945_1.jpg,티끌모아 로맨스.jpg,20112762,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 114분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 한예슬(구홍실) | 송중기(천지웅)
신이 보낸 사람,https://www.kobis.or.kr/common/mast/movie/2014/02/d07c1a25f7d74a22a07e950042692d3f.jpg,신이 보낸 사람.jpg,20136043,장편 | 예술영화 | 드라마 | 112분 11초 | 15세이상관람가 | 한국,"필름,2D",[주연] 김인권(주철호) | 홍경인(장우진) | 기주봉(보위부 간부) | 안병경(박성택) | 최규환
더 수어사이드 스쿼드,https://www.kobis.or.kr/common/mast/movie/2021/07/f152cfaea6bb460f80e227fb8e82bfb2.jpg,더 수어사이드 스쿼드.jpg,20217845,"장편 | 일반영화 | 액션, 어드벤처, 판타지, 미스터리, SF | 131분 57초 | 청소년관람불가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 마고 로비 | 이드리스 엘바 | 존 시나 | 조엘 킨나만 | 실베스터 스탤론 | 비올라 데이비스 | 제이 코트니
온워드: 단 하루의 기적,https://www.kobis.or.kr/common/mast/movie/2020/05/c632b368c8ba4fceb9c0b8b7cfd0c1c2.jpg,온워드- 단 하루의 기적.jpg,20191048,"장편 | 일반영화 | 애니메이션, 어드벤처, 판타지 | 102분 13초 | 전체관람가 | 미국","2D,4D,IMAX",[주연] 톰 홀랜드(이안) | 크리스 프랫(발리) | 줄리아 루이스 드레퓌스(로렐)
흥부: 글로 세상을 바꾼 자,https://www.kobis.or.kr/common/mast/movie/2018/02/f14721db6fa8498f8057d206ab710d96.jpg,흥부- 글로 세상을 바꾼 자.jpg,20176121,장편 | 일반영화 | 사극 | 105분 0초 | 12세이상관람가 | 한국,2D,[주연] 정우(연흥부) | 김주혁(조혁)
무뢰한,https://www.kobis.or.kr/common/mast/movie/2015/05/0df9bae96b93486ca922ab1ffe324638.jpg,무뢰한.jpg,20130566,장편 | 일반영화 | 멜로/로맨스 | 118분 18초 | 청소년관람불가 | 한국,"필름,2D",[주연] 김남길 | 전도연(김혜경) | 박성웅(박준길)
늑대소년-확장판,https://www.kobis.or.kr/common/mast/movie/2012/12/a9d649961b054177b67e9d8ea2335e19.jpg,늑대소년-확장판.jpg,20123161,"장편 | 일반영화 | 멜로/로맨스, 드라마, 판타지 | 127분 0초 | 15세이상관람가 | 한국",2D,[주연] 송중기(늑대소년) | 박보영(소녀)
해피 데스데이 2 유,https://www.kobis.or.kr/common/mast/movie/2019/01/b479c600fffa43c8af476d62304640db.jpg,해피 데스데이 2 유.jpg,20195915,"장편 | 일반영화 | 공포(호러), 코미디 | 100분 0초 | 15세이상관람가 | 미국",2D,[주연] 제시카 로테 | 이스라엘 브로우사드
킹 아서: 제왕의 검,https://www.kobis.or.kr/common/mast/movie/2017/05/f1b49b8da6d24b0bbdbb406c2c3ffa7a.jpg,킹 아서- 제왕의 검.jpg,20173961,"장편 | 일반영화 | 판타지, 액션, 어드벤처 | 126분 4초 | 12세이상관람가 | 영국, 호주, 미국","2D,3D",[주연] 찰리 허냄 | 주드 로 | 에릭 바나 | 에이단 길렌 | 디몬 하운수 | 아스트리드 베흐제-프리스베 | 애나벨 월리스 | 케이티 맥그라스
주온 : 끝의 시작,https://www.kobis.or.kr/common/mast/movie/2014/07/d44d992f2b5947c490fe441955249b17.jpg,주온 - 끝의 시작.jpg,20149394,장편 | 일반영화 | 공포(호러) | 90분 40초 | 15세이상관람가 | 일본,"필름,2D",[주연] 사사키 노조미
극장판 공룡메카드: 타이니소어의 섬,https://www.kobis.or.kr/common/mast/movie/2018/12/39588c9558e642c5be7f99a424a4cd36.jpg,극장판 공룡메카드- 타이니소어의 섬.jpg,20183915,장편 | 일반영화 | 애니메이션 | 70분 26초 | 전체관람가 | 한국,2D,[주연] 김서영(트리케라 목소리) | 엄상현(티라노 목소리) | 안현서(나용찬 목소리) | 김장(제이 목소리) | 홍범기(카이/공박사 목소리) | 양정화(수오/다이아 목소리) | 여민정(티라라/실루아 목소리) | 이장원(펌킨/스테고 목소리) | 한신(토파/알키온 목소리) | 서유리(홍유미/프테라 목소리) | 정선혜(안경준/아기공룡 목소리) | 소정환(강우람 목소리) | 김은아(장세모/코리리 목소리) | 민승우(티톤/테리지노 목소리) | 심규혁(루이/카브 목소리) | 정혜원(초신비/람베오 목소리) | 김장(제이) | 안현서
러빙 빈센트,https://www.kobis.or.kr/common/mast/movie/2021/03/ba592d38b0044a60a7611dfde9005426.jpg,러빙 빈센트.jpg,20179942,"장편 | 예술영화 | 애니메이션, 미스터리 | 94분 43초 | 15세이상관람가 | 영국, 폴란드",2D,[주연] 시얼샤 로넌(마르그리트 가셰) | 제롬 플린(닥터 가셰) | 크리스 오다우드(우체부 조셉 룰랭) | 더글라스 부스(아르망 룰랭) | 에이단 터너(뱃사공) | 헬렌 맥크로리(루이스 슈발리에)
넛잡 2,https://www.kobis.or.kr/common/mast/movie/2017/09/8b437024530944038d9675423772c1fd.jpg,넛잡 2.jpg,20171817,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디, 가족 | 91분 0초 | 전체관람가 | 한국, 캐나다, 중국","2D,4D",[주연] 윌 아넷(설리 목소리) | 캐서린 헤이글(앤디 목소리) | 성룡(미스터 펭 목소리) | 이사벨라 모너(헤더 목소리)
니코: 산타비행단의 모험,https://www.kobis.or.kr/common/mast/movie/2012/12/6c0e3a94c3af4576b2a7947283396d91.jpg,니코- 산타비행단의 모험.jpg,20122523,"장편 | 일반영화 | 애니메이션, 어드벤처, 가족 | 76분 0초 | 전체관람가 | 핀란드, 덴마크, 아일랜드, 독일","필름,2D,3D",[주연] 카리 히타라티 | 카리 케토넨 | 엘레나 크니틸라 | 주원 | 김원효 | 나르샤
나의 소녀시대,https://www.kobis.or.kr/common/mast/movie/2020/08/174e0cc9ac2c4fecb329eeff14b391dc.jpg,나의 소녀시대.jpg,20163137,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 134분 0초 | 15세이상관람가 | 대만",2D,[주연] 송운화 | 왕대륙
나인,https://www.kobis.or.kr/upload/up_img/cleansing/91/mov_20090891_3.jpg,나인.jpg,20090891,"장편 | 일반영화 | 멜로/로맨스, 뮤지컬 | 118분 0초 | 15세이상관람가 | 미국, 이탈리아","필름,2D",[주연] 다니엘 데이 루이스 | 마리온 꼬띨라르 | 페넬로페 크루즈 | 니콜 키드먼
섹스 앤 더 시티 2,https://www.kobis.or.kr/upload/up_img/cleansing/85/mov_20100285_3.jpg,섹스 앤 더 시티 2.jpg,20100285,"장편 | 일반영화 | 드라마, 멜로/로맨스, 코미디 | 144분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 사라 제시카 파커 | 크리스틴 데이비스 | 킴 캐트럴 | 신시아 닉슨 | 크리스 노스
좋은 친구들,https://www.kobis.or.kr/common/mast/movie/2014/06/8284c125bd6f4e13a3718bc97126950f.jpg,좋은 친구들.jpg,20148745,"장편 | 일반영화 | 범죄, 드라마 | 114분 7초 | 청소년관람불가 | 한국","필름,2D",[주연] 지성(현태) | 주지훈 | 이광수
소리도 없이,https://www.kobis.or.kr/common/mast/movie/2020/09/665b72723e6549ad86630161e5970176.jpg,소리도 없이.jpg,20194424,"장편 | 일반영화 | 범죄, 드라마 | 99분 11초 | 15세이상관람가 | 한국",2D,[주연] 유아인(태인) | 유재명(창복)
아메리칸 메이드,https://www.kobis.or.kr/common/mast/movie/2017/08/191672b8a7664c32b235685dd2fe56a9.jpg,아메리칸 메이드.jpg,20177541,"장편 | 일반영화 | 범죄, 액션 | 114분 46초 | 15세이상관람가 | 미국",2D,[주연] 톰 크루즈 | 도널 글리슨 | 사라 라이트 | 제시 플레먼스
아스트로 보이-아톰의 귀환,https://www.kobis.or.kr/upload/up_img/cleansing/21/mov_20090821_1.jpg,아스트로 보이-아톰의 귀환.jpg,20090821,"장편 | 일반영화 | 애니메이션, 액션, SF | 93분 0초 | 전체관람가 | 미국",필름,[주연] 니콜라스 케이지 | 프레디 하이모어 | 크리스틴 벨 | 유승호(우리말더빙) | 조민기(우리말더빙) | 남지현(우리말더빙) | 유세윤(우리말더빙)
버즈 오브 프레이(할리 퀸의 황홀한 해방),https://www.kobis.or.kr/common/mast/movie/2019/12/6353488b52ad4f09ba799b01585340e1.jpg,버즈 오브 프레이(할리 퀸의 황홀한 해방).jpg,20198431,"장편 | 일반영화 | 액션, 어드벤처, 범죄 | 108분 46초 | 15세이상관람가 | 미국","2D,4D,IMAX,ScreenX",[주연] 마고 로비 | 메리 엘리자베스 윈스티드 | 저니 스몰렛 | 로지 페레즈 | 이완 맥그리거 | 크리스 메시나 | 엘라 제이 바스코
닌자터틀,https://www.kobis.or.kr/common/mast/movie/2014/07/5ae4c8d51ab046f3a207b65b5797a8e1.jpg,닌자터틀.jpg,20148132,"장편 | 일반영화 | 액션, 어드벤처, 코미디 | 101분 9초 | 12세이상관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 메간 폭스 | 윌리엄 피츠너 | 앨런 리치슨 | 노엘 휘셔 | 제레미 하워드 | 피터 플로스잭
판타스틱 4,https://www.kobis.or.kr/common/mast/movie/2015/08/1d0a12baabf045158ce05be2373d81dc.jpg,판타스틱 4.jpg,20157531,"장편 | 일반영화 | 액션, 판타지, SF | 100분 0초 | 12세이상관람가 | 미국","필름,2D,4D",[주연] 마일즈 텔러 | 케이트 마라 | 제이미 벨 | 마이클 B. 조던
비와 당신의 이야기,https://www.kobis.or.kr/common/mast/movie/2021/04/f03aaeeebba442da8e2e11aab65ffb57.jpg,비와 당신의 이야기.jpg,20193068,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 117분 0초 | 전체관람가 | 한국",2D,[주연] 강하늘(영호) | 천우희(소희)
익스펜더블,https://www.kobis.or.kr/upload/up_img/cleansing/68/mov_20100768_3.jpg,익스펜더블.jpg,20100768,"장편 | 일반영화 | 스릴러, 액션 | 103분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 실베스터 스탤론 | 제이슨 스타뎀 | 이연걸 | 돌프 룬드그렌 | 랜디 커투어 | 스티브 오스틴 | 테리 크루즈 | 미키 루크 | 브루스 윌리스
사랑이 무서워,https://www.kobis.or.kr/upload/up_img/2011/03/mov_JE4I5C_20110314191405_1.jpg,사랑이 무서워.jpg,20119511,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 112분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 임창정 | 김규리
몬스터 패밀리,https://www.kobis.or.kr/common/mast/movie/2017/12/75811fc5422545c08932d1678bd69ad3.jpg,몬스터 패밀리.jpg,20176082,장편 | 일반영화 | 애니메이션 | 92분 51초 | 전체관람가 | 독일,2D,[주연] 에밀리 왓슨 | 닉 프로스트
명탐정 코난 : 이차원의 저격수,https://www.kobis.or.kr/common/mast/movie/2014/08/44452f1250d54ea1abf960d5b1fbd941.jpg,명탐정 코난 - 이차원의 저격수.jpg,20149567,"장편 | 일반영화 | 애니메이션, 스릴러, 어드벤처 | 110분 15초 | 12세이상관람가 | 일본","필름,2D",
명탐정 코난 : 제로의 집행인,https://www.kobis.or.kr/common/mast/movie/2018/07/22d2408ce13e4f1b8325835608e6f0c9.jpg,명탐정 코난 - 제로의 집행인.jpg,20187427,장편 | 일반영화 | 애니메이션 | 110분 6초 | 12세이상관람가 | 일본,"2D,4D",[주연] 타카야마 미나미 | 야마자키 와카나 | 코야마 리키야 | 푸루야 토루
명탐정 코난 : 수평선상의 음모,https://www.kobis.or.kr/common/mast/movie/2013/08/7429f2b025b34a4c8e75fd65c0b22d40.jpg,명탐정 코난 - 수평선상의 음모.jpg,20058720,장편 | 일반영화 | 애니메이션 | 107분 57초 | 12세이상관람가 | 일본,"필름,2D",[주연] 타카야마 미나미 | 야마자키 와카나 | 카미야 아키라(모리 코고로)
피터 래빗,https://www.kobis.or.kr/common/mast/movie/2018/05/858483aa82174681810ad40d8065a498.jpg,피터 래빗.jpg,20183084,"장편 | 일반영화 | 애니메이션, 가족 | 94분 34초 | 전체관람가 | 미국, 영국, 호주",2D,[주연] 도널 글리슨 | 로즈 번 | 샘 닐
론 레인저,https://www.kobis.or.kr/common/mast/movie/2013/06/0c44b3d89d6549eab5ff1ae9fcc0f69d.jpg,론 레인저.jpg,20136862,"장편 | 일반영화 | 액션, 어드벤처 | 149분 21초 | 15세이상관람가 | 미국","필름,2D",[주연] 조니 뎁(톤토 ) | 아미 해머(론 레인저 ) | 헬레나 본햄 카터(레드)
내 심장을 쏴라,https://www.kobis.or.kr/common/mast/movie/2015/01/187e20a7ebac4bcd8c4380d6281c54f3.jpg,내 심장을 쏴라.jpg,20148553,장편 | 일반영화 | 드라마 | 101분 41초 | 15세이상관람가 | 한국,"필름,2D",[주연] 이민기 | 여진구
제미니 맨,https://www.kobis.or.kr/common/mast/movie/2019/09/31fa2c583bde4b6989577783e5be8fcd.jpg,제미니 맨.jpg,20191183,"장편 | 일반영화 | 액션, 드라마, SF | 116분 53초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX,ScreenX",[주연] 윌 스미스 | 메리 엘리자베스 윈스티드 | 클라이브 오웬 | 베네딕트 웡
나의 독재자,https://www.kobis.or.kr/common/mast/movie/2014/10/b7b26f01d6c74bd4901224986d31c420.jpg,나의 독재자.jpg,20148626,장편 | 일반영화 | 드라마 | 127분 50초 | 15세이상관람가 | 한국,"필름,2D",[주연] 설경구 | 박해일(태식) | 윤제문(오 계장) | 이병준(허 교수) | 류혜영(여정) | 김철환(오디션 배우)
천재 강아지 미스터 피바디,https://www.kobis.or.kr/common/mast/movie/2014/03/603ea9c2c8564c9da86e199adb920be9.jpg,천재 강아지 미스터 피바디.jpg,20133601,"장편 | 일반영화 | 애니메이션, 어드벤처, 가족 | 92분 25초 | 전체관람가 | 미국","필름,2D,3D,4D",[주연] 티 버렐(미스터 피바디) | 맥스 찰스(셔먼) | 에리얼 윈터(페니) | 레슬리 만(패티) | 스탠리 투치 | 스티븐 토보로스키 | 앨리슨 제니
서복,https://www.kobis.or.kr/common/mast/movie/2021/03/54d1577387494a09a0f3cd10e3708ea7.jpg,서복.jpg,20183003,"장편 | 일반영화 | 드라마, 액션 | 114분 15초 | 15세이상관람가 | 한국",2D,[주연] 공유(기헌) | 박보검(서복) | 조우진(안부장)
킬러의 보디가드 2,https://www.kobis.or.kr/common/mast/movie/2021/06/d5c61522a1c14dc6812d565b87c8dbc9.jpg,킬러의 보디가드 2.jpg,20217950,"장편 | 일반영화 | 액션, 코미디, 범죄 | 116분 47초 | 청소년관람불가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 라이언 레이놀즈 | 사무엘 L. 잭슨 | 셀마 헤이엑 | 모건 프리먼 | 안토니오 반데라스
언더 워터,https://www.kobis.or.kr/common/mast/movie/2016/06/2d57986b11e24364b78b6b30132af574.jpg,언더 워터.jpg,20165201,"장편 | 일반영화 | 공포(호러), 스릴러 | 86분 11초 | 15세이상관람가 | 미국",2D,[주연] 블레이크 라이블리 | 오스카 제나다
크로니클,https://www.kobis.or.kr/common/mast/movie/2012/02/5a816d530ed048548fb000b3200a979c.jpg,크로니클.jpg,20124666,"장편 | 일반영화 | 액션, 스릴러 | 84분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 데인 드한(앤드류 디트머 ) | 알렉스 러셀(맷 게레티 ) | 마이클 B. 조던(스티브 몽고메리 ) | 애슐리 힌쇼(케이시 레터 )
보통사람,https://www.kobis.or.kr/common/mast/movie/2017/02/939da4798c83476095c0227c6fa4fbc3.jpg,보통사람.jpg,20167902,장편 | 일반영화 | 드라마 | 121분 23초 | 15세이상관람가 | 한국,2D,[주연] 손현주 | 장혁
소수의견,https://www.kobis.or.kr/common/mast/movie/2015/06/08bdacbda0054706b20388dcd9e1ea81.jpg,소수의견.jpg,20136057,장편 | 일반영화 | 드라마 | 126분 30초 | 15세이상관람가 | 한국,"필름,2D",[주연] 윤계상(진원) | 유해진 | 김옥빈
트론: 새로운 시작,https://www.kobis.or.kr/common/mast/movie/2011/12/04e264a1673340c5a3b7f2c9849e99a5.jpg,트론- 새로운 시작.jpg,20101225,"장편 | 일반영화 | SF, 스릴러, 액션 | 125분 0초 | 12세이상관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 제프 브리지스(케빈 플린) | 가렛 헤드룬드(샘 플린) | 올리비아 와일드(쿠오라)
내 이름은 칸,https://www.kobis.or.kr/upload/up_img/2011/03/mov_03H972_20110308093934_1.jpg,내 이름은 칸.jpg,20119771,장편 | 예술영화 | 드라마 | 128분 0초 | 12세이상관람가 | 인도,"필름,2D",[주연] 샤룩 칸(리즈완 칸) | 까졸(만디라 칸)
대장 김창수,https://www.kobis.or.kr/common/mast/movie/2017/09/dca228c2bc264065b977612fde4f2d6c.jpg,대장 김창수.jpg,20164424,장편 | 일반영화 | 드라마 | 114분 57초 | 12세이상관람가 | 한국,2D,[주연] 조진웅(김창수 ) | 송승헌(강형식 ) | 정만식(마상구 ) | 정진영(고진사 )
스토커,https://www.kobis.or.kr/common/mast/movie/2013/02/543771e9ce7d496ca6f49146f05aa776.jpg,스토커.jpg,20120467,"장편 | 일반영화 | 드라마, 스릴러 | 99분 0초 | 청소년관람불가 | 미국",2D,[주연] 미아 와시코브스카(인디아) | 매튜 구드(찰리) | 니콜 키드먼(이블린) | 더못 멀로니(리차드) | 재키 위버(그웬돌린 긴)
공자 춘추전국시대,https://www.kobis.or.kr/common/mast/movie/2011/12/51a7d0614cbf4a0089143080652699f7.jpg,공자 춘추전국시대.jpg,20100017,"장편 | 일반영화 | 드라마, 액션, 사극 | 108분 0초 | 12세이상관람가 | 중국","필름,2D",[주연] 주윤발 | 주신
프롬 파리 위드 러브,https://www.kobis.or.kr/common/mast/movie/2011/12/c697498e14ea400a91bd29f5680d590b.jpg,프롬 파리 위드 러브.jpg,20100101,"장편 | 일반영화 | 액션, 스릴러, 범죄 | 94분 0초 | 청소년관람불가 | 프랑스","필름,2D",[주연] 존 트라볼타(왁스 ) | 조나단 리스 마이어스(제임스/ 리차드 )
컨트롤러,https://www.kobis.or.kr/upload/up_img/2011/02/mov_61GBCI_20110211114211_1.jpg,컨트롤러.jpg,20119430,"장편 | 일반영화 | 스릴러, 드라마, 멜로/로맨스 | 105분 0초 | 12세이상관람가 | 미국","필름,2D",[주연] 맷 데이먼(데이빗 노리스) | 에밀리 블런트(엘리즈 셀라스)
루카,https://www.kobis.or.kr/common/mast/movie/2021/06/319da4b997b8464492607fe025695c38.jpg,루카.jpg,20216685,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디 | 95분 7초 | 전체관람가 | 미국","2D,DOLBYCINEMA",[주연] 제이콥 트렘블레이 | 잭 딜런 그레이저 | 엠마 버만
눈의 여왕 3: 눈과 불의 마법대결,https://www.kobis.or.kr/common/mast/movie/2016/12/4cb911f69fed4ea690f0befe5284cd43.jpg,눈의 여왕 3- 눈과 불의 마법대결.jpg,20165153,"장편 | 예술영화 | 애니메이션, 어드벤처, 가족, 판타지 | 89분 31초 | 전체관람가 | 러시아",2D,[주연] 박지윤(겔다) | 엄상현(올름) | 남도형(로렌) | 박상훈 | 이재범(카이)
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,https://www.kobis.or.kr/upload/up_img/2011/03/mov_573IH5_20110324100113_1.jpg,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」.jpg,20101226,장편 | 일반영화 | 애니메이션 | 97분 0초 | 전체관람가 | 일본,필름,[주연] 이선호(지우) | 김선혜(조로아크) | 문남숙(세레비)
그레이의 50가지 그림자,https://www.kobis.or.kr/common/mast/movie/2015/02/0009e52934d64ed9b4dc9a5c2c38a6a9.jpg,그레이의 50가지 그림자.jpg,20147613,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 125분 13초 | 청소년관람불가 | 미국","필름,2D",[주연] 제이미 도넌 | 다코타 존슨 | 제니퍼 엘 | 루크 그림즈
파라노말 액티비티 2,https://www.kobis.or.kr/upload/up_img/cleansing/15/mov_20101015_3.jpg,파라노말 액티비티 2.jpg,20101015,장편 | 예술영화 | 공포(호러) | 90분 0초 | 12세이상관람가 | 미국,"필름,2D",[주연] 케이티 피더스턴(케이티) | 미카 슬로앳(미카)
레드 라이딩 후드,https://www.kobis.or.kr/upload/up_img/2011/03/mov_2D4284_20110304145752_1.jpg,레드 라이딩 후드.jpg,20119768,"장편 | 일반영화 | 드라마, 판타지, 멜로/로맨스 | 100분 0초 | 15세이상관람가 | 미국, 캐나다","필름,2D",[주연] 아만다 사이프리드(발레리) | 게리 올드만(솔로몬 신부)
홈,https://www.kobis.or.kr/common/mast/movie/2015/05/74b108bff1eb413a8651bbaf7f33c28f.jpg,홈.jpg,20140145,"장편 | 일반영화 | 애니메이션, 어드벤처, 판타지 | 93분 41초 | 전체관람가 | 미국","필름,2D,3D,4D",[주연] 짐 파슨스 | 리한나 | 제니퍼 로페즈 | 스티브 마틴
블라인드 사이드,https://www.kobis.or.kr/upload/up_img/cleansing/65/mov_20100165_3.jpg,블라인드 사이드.jpg,20100165,장편 | 예술영화 | 드라마 | 128분 0초 | 12세이상관람가 | 미국,"필름,2D",[주연] 산드라 블록
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,https://www.kobis.or.kr/upload/up_img/2011/09/mov_560BBI_20110922135427_1.jpg,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」.jpg,20112709,"장편 | 일반영화 | 애니메이션, 판타지, 어드벤처 | 98분 0초 | 전체관람가 | 일본","필름,2D",[주연] 미즈키 나나 | 마츠모토 리카
고질라: 킹 오브 몬스터,https://www.kobis.or.kr/common/mast/movie/2019/05/d315911ecd6146a8a04a320d9eb1046f.jpg,고질라- 킹 오브 몬스터.jpg,20184865,"장편 | 일반영화 | 액션, 어드벤처, SF | 131분 33초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX,ScreenX",[주연] 밀리 바비 브라운 | 베라 파미가 | 카일 챈들러 | 샐리 호킨스 | 와타나베 켄 | 장쯔이
클로버필드 10번지,https://www.kobis.or.kr/common/mast/movie/2016/04/07b8371985c049408f30cdd4657280b5.jpg,클로버필드 10번지.jpg,20162065,"장편 | 일반영화 | 미스터리, 스릴러 | 103분 28초 | 15세이상관람가 | 미국","2D,4D",[주연] 메리 엘리자베스 윈스티드 | 존 굿맨 | 존 갤러거 주니어
경성학교: 사라진 소녀들,https://www.kobis.or.kr/common/mast/movie/2015/05/49c7b0d1bdfd4cdc99cb886e2e788022.jpg,경성학교- 사라진 소녀들.jpg,20141224,"장편 | 일반영화 | 미스터리, 드라마 | 99분 10초 | 15세이상관람가 | 한국","필름,2D",[주연] 박보영(차주란) | 엄지원(교장) | 박소담(연덕)
어쌔신 크리드,https://www.kobis.or.kr/common/mast/movie/2016/12/e6f050ef21254d169c015471cb7eb932.jpg,어쌔신 크리드.jpg,20164421,"장편 | 일반영화 | 액션, 어드벤처, 판타지, SF | 115분 39초 | 15세이상관람가 | 미국, 영국, 프랑스","2D,3D,4D",[주연] 마이클 패스벤더 | 마리옹 꼬띠아르 | 아리안 라베드 | 제레미 아이언스 | 브렌단 글리슨 | 마이클 K. 윌리엄스
플립,https://www.kobis.or.kr/common/mast/movie/2021/04/f48e036c884a43058620bfd2cef5fddc.jpg,플립.jpg,20177501,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 89분 43초 | 12세이상관람가 | 미국",2D,[주연] 매들린 캐롤(줄리) | 캘런 맥오리피(브라이스)
